"station_english_name";"station_latitude";"station_longitude"
"Route Point";"27.748730444456505";"85.32475948333742"
"Route Point";"27.749695369349947";"85.32522082328796"
"Route Point";"27.75028197541556";"85.32528351992367"
"Route Point";"27.751740910638162";"85.32611802220343"
"Route Point";"27.752335813533424";"85.32674297690392"
"Route Point";"27.754721920064974";"85.32806497067213"
"Route Point";"27.71891563245904";"85.31310763210058"
"Route Point";"27.71856807924929";"85.31356327235697"
"Route Point";"27.725530804239753";"85.31406652182342"
"Route Point";"27.690819312629483";"85.31698342412709"
"Route Point";"27.684776821807404";"85.34817449748516"
"Route Point";"27.683616855697153";"85.34909013658762"
"Route Point";"27.676592963605902";"85.34989211708307"
"Route Point";"27.675331067608564";"85.35130798816682"
"Route Point";"27.674713178628956";"85.39600633084774"
"Route Point";"27.665349105127294";"85.42736168950795"
"Route Point";"27.66524636192032";"85.42974416166544"
"Route Point";"27.66625953637711";"85.433242097497"
"Route Point";"27.665862225825038";"85.43916307389738"
"Route Point";"27.66339548292466";"85.44286821037531"
"Route Point";"27.66324225617707";"85.44369768351316"
"Route Point";"27.69962698066295";"85.31648319214584"
"Route Point";"27.690522139034524";"85.31751751899719"
"Route Point";"27.66801326808706";"85.43705720454456"
"Route Point";"27.67254801580943";"85.43834164738655"
"Route Point";"27.72771183238163";"85.46273164451122"
"Route Point";"27.7279477689921";"85.46353194862604"
"Route Point";"27.728069446792876";"85.46392455697058"
"Route Point";"27.729049393299768";"85.46455521136522"
"Route Point";"27.72922181786392";"85.46463634818794"
"Route Point";"27.72937287461594";"85.46487338840961"
"Route Point";"27.73152919434573";"85.46558484435081"
"Route Point";"27.731251421448192";"85.46562574803828"
"Route Point";"27.730917262088514";"85.46550672501326"
"Route Point";"27.73043085955541";"85.46588558703661"
"Route Point";"27.73026170136281";"85.46587117016315"
"Route Point";"27.72992842927837";"85.46554528176783"
"Route Point";"27.727685419320498";"85.46179957687853"
"Route Point";"27.727439391735768";"85.46090975403786"
"Route Point";"27.726896882626487";"85.45988716185093"
"Route Point";"27.726508399335117";"85.45789428055286"
"Route Point";"27.726146624879974";"85.45744199305774"
"Route Point";"27.72645675974066";"85.45572135597467"
"Route Point";"27.726937838003572";"85.45517686754465"
"Route Point";"27.72696929647116";"85.45459382236005"
"Route Point";"27.72718149250134";"85.45345790684223"
"Route Point";"27.72840391165758";"85.45171983540058"
"Route Point";"27.72827333099844";"85.45010950416327"
"Route Point";"27.729088567235017";"85.44555343687534"
"Route Point";"27.729336965269518";"85.44497206807137"
"Route Point";"27.729382668072002";"85.44472698122263"
"Route Point";"27.728889432918034";"85.44077273458242"
"Route Point";"27.728543988918005";"85.44001031666996"
"Route Point";"27.730226682616458";"85.43616972863674"
"Route Point";"27.728528556686292";"85.42630154639482"
"Route Point";"27.728435963250018";"85.4260990396142"
"Route Point";"27.7282917310099";"85.42557433247566"
"Route Point";"27.728188156711493";"85.42418327182531"
"Route Point";"27.727290706520886";"85.42301081120969"
"Route Point";"27.727059813709374";"85.42294207960366"
"Route Point";"27.726576658531638";"85.42298633605242"
"Route Point";"27.72654935485817";"85.42292565107346"
"Route Point";"27.726517005931836";"85.42248610407115"
"Route Point";"27.72617155441336";"85.42193423956634"
"Route Point";"27.726175412554905";"85.42180683463812"
"Route Point";"27.726586452238966";"85.42089823633434"
"Route Point";"27.726523238294533";"85.4202913865447"
"Route Point";"27.726652337156096";"85.4193190857768"
"Route Point";"27.727014109932927";"85.41830118745564"
"Route Point";"27.7272726031176";"85.41673142462969"
"Route Point";"27.727128666115654";"85.41614402085544"
"Route Point";"27.727166060076705";"85.41534002870321"
"Route Point";"27.72689124384148";"85.4143600165844"
"Route Point";"27.72701915515593";"85.41193328797817"
"Route Point";"27.726893618066768";"85.41089996695518"
"Route Point";"27.726772532510463";"85.41076015681028"
"Route Point";"27.726674595565058";"85.41070617735386"
"Route Point";"27.726624143164898";"85.4106478393078"
"Route Point";"27.726631562636964";"85.41056267917158"
"Route Point";"27.726769564725526";"85.41037023067474"
"Route Point";"27.727095723806027";"85.41018549352884"
"Route Point";"27.72750438580788";"85.40984250605106"
"Route Point";"27.72760736720357";"85.40955483913422"
"Route Point";"27.72761448983253";"85.4094884544611"
"Route Point";"27.727386862251887";"85.40867004543543"
"Route Point";"27.72712332412018";"85.40806118398903"
"Route Point";"27.7270577362654";"85.40761157870293"
"Route Point";"27.727104923911497";"85.40668286383152"
"Route Point";"27.727314448684584";"85.40621247142553"
"Route Point";"27.727341752166424";"85.40595162659883"
"Route Point";"27.72540496865439";"85.40316715836525"
"Route Point";"27.72464817138621";"85.40265854448081"
"Route Point";"27.72458020776663";"85.40150284767152"
"Route Point";"27.724064395159104";"85.40050338953733"
"Route Point";"27.723293936339548";"85.39990458637475"
"Route Point";"27.72295589433003";"85.39838880300522"
"Route Point";"27.722356972726452";"85.39839752018452"
"Route Point";"27.721815922284758";"85.39847396314144"
"Route Point";"27.721153183773655";"85.39815846830606"
"Route Point";"27.720897347229517";"85.3972552344203"
"Route Point";"27.721177520861428";"85.39630472660066"
"Route Point";"27.720749543476867";"85.39587926119565"
"Route Point";"27.720439985972142";"85.39541188627481"
"Route Point";"27.72013398914739";"85.39511919021608"
"Route Point";"27.719642492935126";"85.39444092661141"
"Route Point";"27.719223710296117";"85.39412878453732"
"Route Point";"27.71892156845643";"85.39366811513901"
"Route Point";"27.718999033192567";"85.39340022951366"
"Route Point";"27.720806528079923";"85.39225928485394"
"Route Point";"27.717146690844917";"85.34662518650293"
"Route Point";"27.728896852235902";"85.42664587497711"
"Route Point";"27.726396513516203";"85.4222447052598"
"Route Point";"27.724624725426175";"85.4023802652955"
"Route Point";"27.72305116351866";"85.39891250431536"
"Route Point";"27.721750331236912";"85.37265837192537"
"Route Point";"27.721963724591888";"85.39081156253815"
"Route Point";"27.72180345702078";"85.37262786179781"
"Route Point";"27.70775508926528";"85.34330528229475"
"Route Point";"27.708716518202856";"85.33140264451502"
"Pasikhel";"27.733887861317672";"85.44097591191529"
"Lakila Gagalfedi";"27.740485506984577";"85.44465120881794"
"Karkichok";"27.748264298402578";"85.44733073562382"
"Thulodhik";"27.73462678900926";"85.42989872395992"
"Subedigaun";"27.73615389036057";"85.43459560722113"
"Wada Karalaya Gagalfedi";"27.75284170096961";"85.44750139117241"
"Ganesh Mandir Chunikhel";"27.750950174327492";"85.36506772041321"
"Krishna Mandir Kapan Gumba";"27.740497376629794";"85.36371756345035"
"Route Point";"27.71260192271442";"85.28305783867835"
"Route Point";"27.717709134284934";"85.2837934345007"
"Route Point";"27.71804452134083";"85.28392754495144"
"Route Point";"27.718296209356588";"85.28415855020285"
"Route Point";"27.718484381385085";"85.28445560485125"
"Route Point";"27.725883083749896";"85.30216388404368"
"Route Point";"27.72621607142305";"85.30320860445498"
"Route Point";"27.72674671277886";"85.3041235730052"
"Route Point";"27.726942883230112";"85.30462112277748"
"Route Point";"27.727208499239186";"85.30452523380518"
"Route Point";"27.727518037525876";"85.30506066977976"
"Route Point";"27.728095562986045";"85.3052930161357"
"Route Point";"27.73454755483397";"85.30548077076674"
"Route Point";"27.73500218609788";"85.30564405024052"
"Route Point";"27.735347609628267";"85.30613489449026"
"Route Point";"27.73536363440465";"85.30668038874863"
"Route Point";"27.734849653365664";"85.31001269817352"
"Route Point";"27.734823242034327";"85.31110871583223"
"Route Point";"27.73521110217837";"85.31930051743984"
"Route Point";"27.735493316304552";"85.32063860446215"
"Route Point";"27.73570015416423";"85.3211338073015"
"Route Point";"27.74211074612228";"85.33201955258846"
"Route Point";"27.741960597238545";"85.33341094851492"
"Route Point";"27.7248585912324";"85.34482441842556"
"Route Point";"27.7243047914421";"85.34484218806028"
"Route Point";"27.72340256067848";"85.34508056938647"
"Route Point";"27.71725739893865";"85.34638445824385"
"Route Point";"27.70779694232227";"85.34347660839558"
"Route Point";"27.707644074695967";"85.34376494586469"
"Route Point";"27.706820366809406";"85.34483280032873"
"Route Point";"27.7061023259242";"85.34571122378111"
"Route Point";"27.70589810342853";"85.34614473581313"
"Route Point";"27.705745233141656";"85.34692257642746"
"Route Point";"27.706223731267343";"85.35017877817155"
"Route Point";"27.706224324936166";"85.35069040954113"
"Route Point";"27.706099654411467";"85.35111621022223"
"Route Point";"27.705944706560782";"85.35141561180353"
"Route Point";"27.705729797683308";"85.35165768116713"
"Route Point";"27.70545848946275";"85.35182297229765"
"Route Point";"27.70499215833005";"85.35198088735342"
"Route Point";"27.704426384082563";"85.35203520208597"
"Route Point";"27.703189150847066";"85.35207342356443"
"Route Point";"27.70263820946009";"85.35224206745625"
"Route Point";"27.70227784004378";"85.3524811193347"
"Route Point";"27.698845959308493";"85.35499937832355"
"Route Point";"27.69726816631794";"85.35527497529984"
"Route Point";"27.686456331143134";"85.35003561526537"
"Route Point";"27.68527827250027";"85.34955985844135"
"Route Point";"27.684033102951886";"85.34935466945171"
"Route Point";"27.67514519651945";"85.34400567412376"
"Route Point";"27.66751025343811";"85.33303610980511"
"Route Point";"27.667075235950843";"85.3324644640088"
"Route Point";"27.65949229122475";"85.32591719180346"
"Route Point";"27.658562797914325";"85.32434105873108"
"Route Point";"27.658237027941336";"85.32391425222158"
"Route Point";"27.65792699618128";"85.32327521592377"
"Route Point";"27.657897893537974";"85.3230120241642"
"Route Point";"27.664965450809376";"85.31377617269754"
"Route Point";"27.66522171541409";"85.3131502121687"
"Route Point";"27.666927656246106";"85.3078991174698"
"Route Point";"27.673827462381993";"85.30240394175053"
"Route Point";"27.683650998719983";"85.30236035585403"
"Route Point";"27.684082090577228";"85.30204351991415"
"Route Point";"27.684463302619978";"85.30124522745609"
"Route Point";"27.68528747613267";"85.29462687671185"
"Route Point";"27.685655323902424";"85.29322005808352"
"Route Point";"27.68742418231237";"85.29077757149935"
"Route Point";"27.6879045420691";"85.28987601399422"
"Route Point";"27.688045561991988";"85.28878200799227"
"Route Point";"27.688350164403808";"85.2866654098034"
"Route Point";"27.688435666682455";"85.28548523783684"
"Route Point";"27.68848999622055";"85.2852538973093"
"Route Point";"27.68871889250222";"85.28478283435106"
"Route Point";"27.68906505639533";"85.28435803949833"
"Route Point";"27.689346796180892";"85.28415653854607"
"Route Point";"27.692552462794495";"85.28198696672918"
"Route Point";"27.693126907831324";"85.28172746300697"
"Route Point";"27.708404848743694";"85.28262197971344"
"Route Point";"27.72468437906146";"85.29738754034042"
"Route Point";"27.72604067429952";"85.30266646295786"
"Route Point";"27.72647723751379";"85.30365116894244"
"Route Point";"27.678743497712485";"85.34964434802534"
"Route Point";"27.670982313879094";"85.33964909613132"
"Route Point";"27.67442546267374";"85.39816685020924"
"Route Point";"27.66518430022538";"85.42906053364277"
"Route Point";"27.666433544878586";"85.4324159771204"
"Route Point";"27.666462645249396";"85.43278142809868"
"Route Point";"27.665686434746178";"85.43947521597147"
"Route Point";"27.665549246241564";"85.4397025331855"
"Route Point";"27.660765060618175";"85.44707626104355"
"Route Point";"27.660717844286122";"85.44797144830228"
"Route Point";"27.660079976367584";"85.44920325279237"
"Route Point";"27.65959622768514";"85.45147743076086"
"Route Point";"27.659422208298533";"85.4519210010767"
"Route Point";"27.65896963781185";"85.45231059193611"
"Route Point";"27.658321959860118";"85.45368757098913"
"Route Point";"27.657030749999574";"85.45506320893764"
"Route Point";"27.65667082401793";"85.4553220421076"
"Route Point";"27.65573447637143";"85.45558623969556"
"Route Point";"27.654442642002564";"85.45636408030987"
"Route Point";"27.653913133987977";"85.45737259089947"
"Route Point";"27.65373019624282";"85.4592216387391"
"Milanchok Nalinchok";"27.65341124236428";"85.45987240970135"
"Jorpati Bhaktapur";"27.651692320342576";"85.4618575796485"
"Route Point";"27.651360293244842";"85.46209830790758"
"Route Point";"27.65092461751846";"85.46233166009188"
"Route Point";"27.65025996368015";"85.4624081030488"
"Route Point";"27.650009306760094";"85.46242017298937"
"Route Point";"27.649744096857827";"85.46249594539404"
"Route Point";"27.64939572945801";"85.46282149851322"
"Route Point";"27.648906290690874";"85.46346690505743"
"Route Point";"27.648177771285024";"85.4650467261672"
"Route Point";"27.647986508150034";"85.46526800841093"
"Route Point";"27.64776940626695";"85.46535283327101"
"Route Point";"27.647518149650946";"85.46536825597288"
"Route Point";"27.646862978975207";"85.46542961150406"
"Route Point";"27.646466191925388";"85.46574208885431"
"Route Point";"27.646228594200544";"85.46583596616985"
"Route Point";"27.644433526710728";"85.46528544276954"
"Route Point";"27.6440756382905";"85.46526733785868"
"Route Point";"27.643649140685536";"85.46552315354347"
"Route Point";"27.64355825727625";"85.465775616467"
"Route Point";"27.64355617824312";"85.46600528061389"
"Route Point";"27.643768536422225";"85.46651724725962"
"Route Point";"27.643751310179685";"85.46668220311405"
"Route Point";"27.64364676464967";"85.46689007431269"
"Route Point";"27.64346410673666";"85.46703357249498"
"Route Point";"27.643039091778203";"85.46719316393137"
"Route Point";"27.642922071297054";"85.46728067100048"
"Route Point";"27.64287158018787";"85.46742986887693"
"Route Point";"27.64285613584394";"85.46773094683887"
"Route Point";"27.643016816315544";"85.46860534697771"
"Route Point";"27.642913161103035";"85.46895235776901"
"Route Point";"27.642606055971306";"85.46927355229856"
"Route Point";"27.642394289551397";"85.4695538431406"
"Route Point";"27.642396665614495";"85.46976909041405"
"Route Point";"27.642475966690384";"85.4700319468975"
"Route Point";"27.64275426252065";"85.47019019722939"
"Route Point";"27.643036418722904";"85.4700430110097"
"Route Point";"27.64339728059475";"85.46982508152723"
"Route Point";"27.643652407734795";"85.4698783904314"
"Route Point";"27.643828828249674";"85.47013889998198"
"Route Point";"27.643714778656417";"85.47042924910784"
"Route Point";"27.643465888766563";"85.47095596790314"
"Route Point";"27.643258282088755";"85.47175157815218"
"Route Point";"27.643285012584386";"85.47234434634449"
"Route Point";"27.643290358682748";"85.47255858778954"
"Route Point";"27.64303790375363";"85.47297734767199"
"Route Point";"27.643017113321747";"85.47331128269434"
"Route Point";"27.643407675775045";"85.4736428707838"
"Route Point";"27.643478065970047";"85.47390807420014"
"Route Point";"27.643343225641168";"85.47429095953703"
"Route Point";"27.643323326283408";"85.47483544796705"
"Route Point";"27.6431831396605";"85.47577891498804"
"Route Point";"27.643070574424346";"85.47604847699405"
"Route Point";"27.641797302065644";"85.47768160700797"
"Route Point";"27.64145841369014";"85.47811444848777"
"Route Point";"27.641324461904304";"85.47833506017922"
"Route Point";"27.639569708064762";"85.48325624316931"
"Route Point";"27.639491295929606";"85.4831700772047"
"Route Point";"27.63916576616147";"85.48361700028181"
"Route Point";"27.63766790092468";"85.48494402319193"
"Route Point";"27.637097322634634";"85.48574332147835"
"Route Point";"27.63546339093725";"85.4902507737279"
"Route Point";"27.631938815317348";"85.49427878111601"
"Route Point";"27.63162395641874";"85.4952886328101"
"Route Point";"27.631739503799015";"85.4980516433716"
"Route Point";"27.63204574832216";"85.49872823059559"
"Route Point";"27.631862476969463";"85.49959927797318"
"Route Point";"27.632425953715334";"85.50297517329453"
"Route Point";"27.631565440089652";"85.5057254433632"
"Route Point";"27.631610589747343";"85.50717584788798"
"Route Point";"27.632481796271225";"85.50911642611027"
"Route Point";"27.632000598843977";"85.51504880189896"
"Route Point";"27.627700916818448";"85.534439496696"
"Route Point";"27.627514667708123";"85.5229103565216"
"Route Point";"27.623165200455894";"85.52393127232791"
"Route Point";"27.62305499111178";"85.52406471222639"
"Route Point";"27.622828630871112";"85.52417501807213"
"Route Point";"27.62229124622082";"85.5241733416915"
"Route Point";"27.62134539530001";"85.52447274327278"
"Route Point";"27.62094465386218";"85.52506919950248"
"Route Point";"27.620744728193237";"85.52523784339428"
"Route Point";"27.620460137978416";"85.52534110844135"
"Route Point";"27.619846097907665";"85.52561033517122"
"Route Point";"27.619519618499943";"85.52592113614082"
"Route Point";"27.619047276232735";"85.52668992429972"
"Route Point";"27.618593053351002";"85.52710767835379"
"Route Point";"27.618256766785947";"85.5272763222456"
"Route Point";"27.61783403053116";"85.52780739963055"
"Route Point";"27.61713827974797";"85.52838675677776"
"Route Point";"27.58543237005359";"85.51329497247934"
"Route Point";"27.585808576991145";"85.51339220255615"
"Route Point";"27.586417756104126";"85.51341366022827"
"Route Point";"27.58730150554296";"85.51347501575948"
"Route Point";"27.588775098804625";"85.51444966346025"
"Route Point";"27.588929321274062";"85.51458679139614"
"Route Point";"27.58919230128524";"85.51528248935938"
"Route Point";"27.58983860541251";"85.51646467298269"
"Route Point";"27.59031226220208";"85.51682308316232"
"Route Point";"27.591186768702432";"85.51703095436096"
"Route Point";"27.592341475060405";"85.51692701876163"
"Route Point";"27.592771738241122";"85.51705442368984"
"Route Point";"27.592908720846907";"85.5175670608878"
"Route Point";"27.593308079137177";"85.51815010607243"
"Route Point";"27.59375081839843";"85.51862586289643"
"Route Point";"27.59454863597581";"85.51993746310472"
"Route Point";"27.59467997075225";"85.52031330764294"
"Route Point";"27.594911143347566";"85.52073743194343"
"Route Point";"27.59564298859337";"85.52119307219982"
"Route Point";"27.59591486652033";"85.52155114710331"
"Route Point";"27.596611940616096";"85.52228204905987"
"Route Point";"27.596716233929495";"85.52255798131227"
"Route Point";"27.59781621035464";"85.52374854683875"
"Route Point";"27.598307957454956";"85.52398525178434"
"Route Point";"27.599017495606187";"85.52461389452219"
"Route Point";"27.599806658271625";"85.524914637208"
"Route Point";"27.600123391388006";"85.52539810538292"
"Route Point";"27.600558972208756";"85.52621953189373"
"Route Point";"27.600815981908227";"85.52673753350973"
"Dhalmale Bus Stop";"27.600907197922545";"85.52738193422556"
"Route Point";"27.60113449482662";"85.52818592637776"
"Route Point";"27.601461029031025";"85.52842430770397"
"Route Point";"27.601734378117317";"85.52866738289595"
"Route Point";"27.602112311817987";"85.52908144891262"
"Route Point";"27.60316261600489";"85.52956357598305"
"Route Point";"27.603312658638405";"85.52962224930525"
"Route Point";"27.60447971591064";"85.52951127290724"
"Route Point";"27.604984208816315";"85.52941471338272"
"Route Point";"27.606486680700648";"85.53022038191557"
"Route Point";"27.606999483276002";"85.53042054176332"
"Route Point";"27.60744721797679";"85.53083024919033"
"Route Point";"27.607683711479766";"85.5308600887656"
"Route Point";"27.60840744973183";"85.53060729056597"
"Route Point";"27.60917277693528";"85.53105186671019"
"Route Point";"27.60983114419577";"85.53100761026144"
"Route Point";"27.61007832799398";"85.5306451767683"
"Route Point";"27.611153808700397";"85.53041987121105"
"Route Point";"27.611701052012116";"85.53005307912827"
"Route Point";"27.612632725975615";"85.5299649015069"
"Route Point";"27.613219474484684";"85.53021602332592"
"Route Point";"27.614105384506043";"85.52983179688454"
"Route Point";"27.616475203154433";"85.52853427827358"
"Dhulikhel pachkhal Bus Route Point";"27.619647358511504";"85.55308621376753"
"Route Point";"27.621295785431354";"85.55340237915516"
"Route Point";"27.622250251595265";"85.55251356214285"
"Route Point";"27.622882993018848";"85.5521397292614"
"Route Point";"27.623131929722188";"85.5517229810357"
"Route Point";"27.623280756764952";"85.55083483457564"
"Route Point";"27.623366607003";"85.5504797771573"
"Route Point";"27.625153999609488";"85.54821968078613"
"Route Point";"27.625244304195306";"85.54799236357212"
"Baas Ghari";"27.625364611175794";"85.5462697148323"
"Route Point";"27.625409763391165";"85.54556932300329"
"Route Point";"27.625211331147934";"85.54443206638096"
"Route Point";"27.625321538321433";"85.54420944303276"
"Route Point";"27.625565716623324";"85.54405454546213"
"Route Point";"27.625911486425764";"85.54410248994827"
"Route Point";"27.626272404771132";"85.54421178996563"
"Route Point";"27.62653380990791";"85.54416082799435"
"Route Point";"27.626712040325096";"85.54383762180805"
"Route Point";"27.626782441259937";"85.54343193769455"
"Route Point";"27.62671887248532";"85.54316271096468"
"Route Point";"27.626610746073595";"85.54302122443914"
"Route Point";"27.625323320646775";"85.54203551262619"
"Route Point";"27.625124888246884";"85.54172940552235"
"Kathmandu University";"27.625028048352238";"85.54092239588499"
"Route Point";"27.625097559205518";"85.54068367928267"
"Route Point";"27.62530876498895";"85.54038025438787"
"Route Point";"27.626673720809883";"85.53942471742631"
"Route Point";"27.626795511470736";"85.53919572383164"
"Route Point";"27.626810661031264";"85.53899690508842"
"Route Point";"27.626816304984626";"85.5384923145175"
"Route Point";"27.627011169723097";"85.53820129483938"
"Route Point";"27.62840135321963";"85.53718809038402"
"Route Point";"27.628524033094973";"85.53698692470789"
"Route Point";"27.628520171502924";"85.5367612838745"
"Panauti Chok";"27.584096914152003";"85.51389444619417"
"Route Point";"27.69512363745169";"85.31408831477165"
"New Gaun";"27.733625229184266";"85.41544429957867"
"Alapot Buspark";"27.749010843254187";"85.43280757963657"
"Krishnachour";"27.744765617202937";"85.42496815323828"
"Gabisa Aalapot";"27.747175330718456";"85.42767819017172"
"Thirtha Chok";"27.74199679916226";"85.42249515652658"
"Bisnadol";"27.63973217545387";"85.36381077021359"
"Holesale";"27.627539322712206";"85.36589518189432"
"Ekantakuna Dharachaur";"27.629109805325758";"85.37376847118139"
"Dharachour";"27.629713694004153";"85.37702735513449"
"Ganesthan Dharachaur";"27.631215529611087";"85.38062855601311"
"Shankhadevi";"27.63010905660233";"85.36621872335672"
"Charghare Chowk";"27.632547143906823";"85.36596123129128"
"Pani Tyanki Bishundol";"27.636481296715868";"85.36493930965662"
"Goalbhatta";"27.65301952771538";"85.35273928195238"
"Rajkulo chok";"27.657793361530814";"85.34732926636933"
"Ratamakai Chok";"27.66307982371203";"85.33972956240177"
"Kist hosiptal";"27.665671290569055";"85.33415324985981"
"Route Point";"27.740191732853226";"85.2997150272131"
"Ramkot School";"27.722140018647966";"85.24995468556882"
"Mahankal Ramkot";"27.720186225329577";"85.25462307035922"
"Dadapauwa";"27.71861586417131";"85.25725398212671"
"Bhimdhunga Busstop";"27.729678251968355";"85.23613560944794"
"Fasku";"27.719184532815994";"85.2614425867796"
"Padma colony";"27.71898627080687";"85.2620668709278"
"Harisiddhi sitapaila";"27.718035023668463";"85.26747956871985"
"Thapachok Sitapaila";"27.717701714205663";"85.27045950293541"
"Sitapaila Mandir";"27.71544272179887";"85.27204904705286"
"Saranpur";"27.713204756497124";"85.27479697018862"
"Aaaaaaawwaqaaa";"27.69484161570907";"85.33750332891941"
"Agricultural Develooment Bank";"27.696068553411305";"85.32103154808284"
"Puranothimi";"27.683460391447174";"85.3874259442091"
"Nilbarahi";"27.6929968786768";"85.39481576532125"
"Mode";"27.692853490183037";"85.39743527770044"
"Bode tindobato";"27.689420719355116";"85.38970213383435"
"Dhunche pakha";"27.690094932019715";"85.38524463772774"
"Baghdhara Bode";"27.689433485199423";"85.38098495453598"
"Dhunche height";"27.68855412285367";"85.37852905690671"
"Madhuchok";"27.68774452134657";"85.37720639258623"
"Magargaun";"27.687681878662172";"85.37526447325943"
"Hseb";"27.684918736446715";"85.37259701639414"
"CTEVT";"27.682402841625418";"85.37489835172892"
"Sherpa Petrol Pump";"27.75709818334211";"85.32716240733862"
"Bhutkhel";"27.7645025707243";"85.33022783696651"
"Chobar Gate";"27.670439820986445";"85.29059786349535"
"Rabibhawan";"27.695633352794772";"85.29096901416779"
"Radheradhe Naya Bato";"27.674573626093082";"85.39773132652043"
"Duwakot Mod";"27.677954607265374";"85.40741477161646"
" Chardobato Sallaghari";"27.682236874847817";"85.41055496782064"
"Kmc Chok";"27.68416017383766";"85.41144412010908"
"Tallo Height";"27.68808831325894";"85.41268263012172"
"Mathillo Height";"27.690743906019648";"85.41334345936774"
"Gabisa Duwakot";"27.69273206996543";"85.41500676423311"
"Karkhana Chok Sallaghari";"27.69612941011229";"85.4165480285883"
"Pipalbot Dubakot";"27.701182475944996";"85.41570279747248"
"Basghari Duwakot";"27.702436652083144";"85.41454508900641"
"Neupane Gaun";"27.703629961322076";"85.42071852833034"
"Khahare Changunarayan";"27.706140617599587";"85.4257795214653"
"Changunarayantar";"27.709970607740964";"85.42401563376187"
"Duwakot Buspark";"27.712234165757266";"85.42563535273074"
"TB Hospital";"27.673434930123065";"85.38176815956831"
"Baba Chowk Nakhipot";"27.645557377839438";"85.31953521072865"
"Sunakothi";"27.64196362726468";"85.31882207840682"
"Chibahal Dholahity";"27.636816042184908";"85.31841035932302"
"Chautara Sunakothi";"27.62909554721537";"85.31817097216846"
"Health Post Thecho";"27.62067402630915";"85.31901083886625"
"Dhapakhel";"27.617751740852604";"85.3194473683834"
"VDC Thecho";"27.617422581520096";"85.31952682882547"
"Swarsorti Ma Bi";"27.613583405524928";"85.31935147941113"
"Mali Ghau";"27.608613339912797";"85.32136179506779"
"Jyalpati";"27.60807855941931";"85.32163571566343"
"Bihar";"27.60667920477626";"85.32446142286062"
"Chapagaun";"27.603966901542364";"85.32385859638453"
"Bhairabthan";"27.603244025300846";"85.32375130802393"
"Pauli";"27.601368327881705";"85.32387971878053"
"Tagaro";"27.599595106186854";"85.32391760498285"
"Ikalu";"27.687604094805003";"85.33537533134222"
"Shankhamul Chok";"27.683517395526245";"85.33332813531159"
"Machachok";"27.68254208726036";"85.3329673781991"
"Shankhamul Route Point";"27.681340234227665";"85.33192232251167"
"Sankhamul Oralo";"27.684707348883283";"85.3344563394785"
"Bajrabahari Utar Gate";"27.607892276934383";"85.33039212226868"
"Shiv Mandir Jharuwarashi";"27.610184391063346";"85.33457066863775"
"Santaneshor Dobato";"27.614154106378486";"85.33925212919712"
"Chautaro Jharuwarashi";"27.61757230754852";"85.3404715284705"
"Buddha pokhari Thecho";"27.611685009087466";"85.31931795179845"
"Civil Homes";"27.623588807306533";"85.31907118856907"
"Araniko";"27.64923684029254";"85.32112307846546"
"Dhapakhel Dobato";"27.657106773817727";"85.32622329890728"
"DDC";"27.648765517241813";"85.3256493061781"
"Tinkune Pokhari";"27.628057076515507";"85.32788760960102"
"Soltimod Nagdaha";"27.62002285386878";"85.33933628350498"
"Naghdaha Dobato";"27.626162792658704";"85.33247653394938"
"Chibahal Khumaltar";"27.639420606153532";"85.32808139920235"
"Haddi Karkhana";"27.623019046800355";"85.33647403120995"
"Ganesh Mandir Naagdaha";"27.621507295613185";"85.3378017246723"
"Chiya Pasal";"27.625138255710258";"85.33452574163675"
"Nayabazar";"27.71872241556798";"85.30537985265255"
"Khusibu";"27.718423833953935";"85.3056873008609"
"Naya  Pul";"27.719816416364953";"85.29953934252262"
"Chamati";"27.719927715342596";"85.29790956526995"
"Banasthali";"27.72238546461166";"85.29637064784764"
"Aajima Hall";"27.719930386516662";"85.29498897492886"
"Bhawanpauwa";"27.713801057044698";"85.29296625405551"
"Kumdol";"27.712922781484224";"85.28971910476685"
"Hulakghar";"27.714285159272716";"85.28737317770718"
"Buddha Park Swyambhu";"27.715992708098728";"85.28372839093208"
"Karkhana";"27.71479062975358";"85.28341859579086"
"Lumkhumki";"27.705465613538426";"85.27937918901443"
"Kharitar";"27.706339496627646";"85.27442079037428"
"Ichhadol";"27.70757431949436";"85.26915393769742"
"Taukhek";"27.709625994277193";"85.26546657085419"
"Greenvillage";"27.71214304257458";"85.26118341833354"
"Bairabthan";"27.711082802423526";"85.27085144072772"
"Rainmark";"27.710620650845982";"85.29674682766199"
"Dallu Cahutara";"27.709218155748143";"85.30016731470825"
"Jhulenje Pul";"27.707124916828302";"85.30186146497726"
"Dalku";"27.709529229232857";"85.30186783522369"
"Kalanki Mandir";"27.694248180209886";"85.28506346046926"
"Route Point";"27.69380881618102";"85.31372051686049"
"Namaste";"27.678682631320804";"85.31652610749008"
"Kumari Club";"27.682169181706904";"85.29852747917175"
"Route Point";"27.681267790094548";"85.29829781502485"
"Route Point";"27.68050949903077";"85.2980574220419"
"Route Point";"27.679441528882112";"85.297489464283"
"Route Point";"27.678102765898288";"85.29658522456886"
"Route Point";"27.677935308029863";"85.29647827148438"
"Etti Chowk";"27.669672249812887";"85.32187107950449"
"Route Point";"27.677794275051454";"85.2963498607278"
"Route Point";"27.67768352692184";"85.29624458402395"
"Route Point";"27.677523491222484";"85.29603838920593"
