"station_id","station_english_name","station_nepali_name","station_latitude","station_longitude"
"1254","Bir Hospital Bus Route Point","बिर अस्पताल","27.7057099","85.3142238"
"1256","Ghattekulo Bus Route Point","घट्टेकुलो","27.69943313589956","85.32858934253456"
"1257","Seto Pool Bus station","सेतो पूल","27.702960581751523","85.33579844981432"
"1258","Maitidevi Chowk Dillibazar","मैतीदेवी डिल्लीबजार","27.70390127408938","85.33261768519877"
"1259","Dillibazar Pipal Bot","डिल्लीबजार पिपलबोट","27.7049785","85.3291368"
"1260","Charkhal Bus Route Point","चारखाल","27.7065553","85.327034"
"1261","Putalisadak Computer Bazar","पुतलीसडक कम्प्युटर बजार","27.7068972","85.3227425"
"1263","Tara Hal Chowk Bus Route Point","तारा हल चोक ","27.697120330547307","85.3505227714777"
"1264","Saraswotikhel Chowk Bus Route Point","सरस्वतिखेल चोक","27.69497401758634","85.39916597306728"
"1265","Mahankal Chowk Bus Route Point","महांकाल चोक","27.699661712383552","85.41732855141163"
"1266","High School Bus Route Point","हाई स्कुल","27.7044086","85.4180789"
"1267","NEC College Bus Route Point","एन.ई.सि कलेज","27.709001472357738","85.41608098894358"
"1268","Nyacho Pauwa Bus Route Point","न्या:च्व पौवा","27.716846324083434","85.43261211365461"
"1269","Ramailo Gaun Bus Route Point","रमाइलो गाउँ","27.7127103","85.4386568"
"1270","Indra Chowk Bus Route Point","इन्द्र चोक","27.7103547","85.4391503"
"1271","Ghumti Ghar Bus Route Point","घुम्ति घर","27.7055864","85.4396868"
"1272","Pikhel Bus Route Point","पिखेल","27.7022808","85.4399443"
"1273","Pakune Pati Centre Bus Route Point","पाकुने पाटि","27.6970562","85.4407167"
"1274","Bansbari Kharipati","बाँसबारी खरिपाटी","27.6887153","85.4574859"
"1275","Ghumaune Bus station","घुमाउने","27.6949188","85.4607475"
"1276","Subidhanagar Nagarkot","सुविधानगर नगरकोट","27.6955553","85.46314"
"1277","Krishna Mandir Kushaltar","कृष्ण मन्दिर कुशलटार","27.6966857","85.4655218"
"1278","Bhadrakali Nagarkot","भद्रकाली नगरकोट","27.6978352","85.4667234"
"1279","Kharipati Bus Route Point","खरीपाटि","27.7024138","85.4702961"
"1280","Muhan Pokhari Bus Route Point","मुहान पोखरी","27.7045131","85.4741371"
"1281","Mahakali Bus Route Point","महाकाली","27.675894","85.431726"
"1282","Redcross Chowk Bus Route Point","रेड्क्रस चोक","27.6695802","85.3658295"
"1283","Changu Narayan Bus Route Point","चाँगुनारायण बसपार्क","27.6763548","85.4327506"
"1284","Mahalaxmi Changunarayan","महालक्ष्मी चाँगुनारायण","27.6761458","85.4336196"
"1286","Dhansar Bus Route Point","धनसार","27.6537489","85.3775239"
"1287","Kamal Vinayak Bus Route Point","कमल विनायक","27.6764023","85.4371816"
"1288","Chardobato Biruwa","चारदोबाटो बिरुवा","27.6503087","85.3829741"
"1289","Tarkhagal Bus Route Point","तर्खागाल ","27.6476381","85.395999"
"1290","Nagarkot Kamalbinayak","नगरकोट कमलविनायक","27.6775615","85.4377556"
"1291","Kitta Chaur Bus Route Point","कित्ता चौर","27.6092646","85.3732216"
"1292","Godawari Bus Route Point","गोदावरी","27.594518","85.3780925"
"1293","Bungmati Bus Route Point","बुंगमति","27.6284946","85.303684"
"1294","Khari Bot Balkumari","खरीबोट बालकुमारी","27.6675088","85.3490496"
"1295","Bhagawati Mandir Balkumari","भगवती मन्दिर बालकुमारी","27.6673187","85.3532124"
"1296","Jhikucha Bus Route Point","झिकू:च","27.6659504","85.3551865"
"1297","Manamaiju Futung","मनमैजु फुटुंग","27.7518735","85.3122336"
"1300","Tikathali Thapa Chowk","टिकाथली थापा चोक","27.664354","85.3628469"
"1301","By Pass Bus Route Point","बाइपास","27.7365741","85.3018185"
"1303","Force Park Bus Route Point","फोर्स् पार्क","27.66123365933634","85.36967273801565"
"1304","Nepaltar Bus Route Point","नेपालटार","27.7411772","85.3033662"
"1305","Seshmati Pul Bus Route Point","सेसमति पूल","27.744041298114766","85.3003416582942"
"1306","Shantitol Bus Route Point","शान्ति टोल","27.748764","85.3015476"
"1307","Jarankhu Bus Route Point","जरंखु","27.75750079891393","85.3019342198968"
"1308","North Valley Bus Route Point","नर्थ भ्याली ","27.76189","85.3011614"
"1309","Dhansar Bus Route Point","धन्सार","27.6537679","85.3775239"
"1311","Baniyatar Bus Route Point","बानियाटार","27.7537202","85.3185475"
"1312","Tarkhagal Bus Route Point","तार्ख गाल ","27.6476476","85.395999"
"1313","Phutung Mahadev Mandir","फुटुंग महादेव मन्दिर","27.757893","85.309664"
"1315","BIharatar Bus Route Point","बिहारटार","27.7538484","85.2936351"
"1318","Dharmasthali By Pass Bus Route Point","धर्मस्थली बाइपास","27.767276156536365","85.29708445072174"
"1319","Pirkun Bus Route Point","पिर्कुन","27.765078416742057","85.29824484139682"
"1321","Kamal Pokhari Imadol","कमल पोखरी इमाडोल","27.65649056361317","85.34857012331484"
"1322","Dhitalchok Bus Route Point","धिताल चोक","27.7642682","85.2839094"
"1323","Kharibot Imadol","खरीबोट इमाडोल","27.6591466","85.3445864"
"1324","Krishna Mandir Imadol","कृष्ण मन्दिर इमाडोल ","27.661692159559834","85.34264646470547"
"1326","Dhunge Sangu Bus Route Point","ढुंगे साँघु","27.6611802","85.3502297"
"1328","Patan Industrial Bus Route Point","पाटन औध्योगिक क्षेत्र","27.6625106","85.3238797"
"1329","Lagankhel Bus Park","लगनखेल बसपार्क","27.6669196","85.3232574"
"1330","JRC Chowk Bus Park","जे.आर.सी चोक","27.6601919","85.3196633"
"1331","Milan Chowk Bus Route Point Nakhipot","मिलन चोक नाखिपोट","27.6528651","85.3170133"
"1332","Nakhipot Bus Route Point","नखिपोट बसपार्क","27.6515346","85.3176999"
"1334","Janani Marga Bus Route Point","जननी मार्ग","27.6489597489152","85.32040189951657"
"1335","Pragati Chowk Bus Route Point","प्रगति चोक","27.64666280365245","85.31982019543648"
"1336","Dholahiti Bus Route Point","ढोलाहिटी","27.6420498","85.3215194"
"1337","Lapsi Bot Bus Route Point","लप्सी बोट","27.65163114190121","85.28614070266485"
"1338","Naagdaha Bus Route Point","नागदह","27.65019314169008","85.28207246214151"
"1339","Taudaha Bus Route Point","टौदह","27.6490067","85.2789903"
"1340","Paani Tyanki Taudaha","पानी टंकी टौदह","27.6487406","85.278368"
"1341","Mahadevthan Chalnakhel","महादेवथान चाल्नाखेल","27.6403295","85.2783251"
"1342","Bansbari Chalnakhel","बाँसबारी चाल्नाखेल","27.62509072694413","85.28485056012867"
"1343","Thaasikhel Bus Stop","थसिखेल","27.6627695","85.3165546"
"1344","Bhanjyang Bus Route Point Farping","भन्ज्यांग फर्पिंग","27.6181439","85.2751064"
"1745","Pahiro Bus Route Point","पहिरो","27.621049815211673","85.27211274951696"
"1346","Kushunti Bus Route Point","कुसुन्ती","27.6645512","85.3142935"
"1347","Dallu Bus Route Point","डल्लु","27.622613261441277","85.26541862636805"
"1348","Yatayat Karyalaya Bus station","यातातात कार्यालय","27.6656487","85.3116354"
"1349","Shes Narayan Than Bus Route Point","सेसनारायण थान","27.6170601","85.2643347"
"1350","Bagdol Bus Route Point","बागडोल","27.6707941","85.3047207"
"1351","Chhyabasti Bus Route Point","छ्याबस्ति","27.7158066","85.4688692"
"1352","Telkot Bus Route Point","तेलकोट","27.7122923","85.4751134"
"1353","Sanepa Nayabato","सानेपा नयाबाटो","27.6810294","85.3022236"
"1354","Bastola Gaun Bus Route Point","बास्तोला गाउँ","27.708227","85.4811645"
"1355","Pipalbot Sallaghari","पिपलबस्ती सल्लाघारी","27.7125203","85.4904771"
"1356","Madannagar Bus Route Point","मदननगर","27.6859104","85.2927715"
"1357","Pauwa Bus Route Point","पौवा","27.713983","85.437777"
"1358","Rop Line Bus Route Point","रुप लाइन","27.6883662","85.2863932"
"1359","Changunarayan Bus Buspark","चाँगुनारायण बसपार्क","27.716501435536593","85.43056726455687"
"1360","Sanku Buspark Mulpani","साँखु बसपार्क मुलपानी","27.72770827107041","85.46195581555367"
"1361","Khasi Bazzar Balkhu","खसीबजार बल्खु","27.6888578","85.2845934"
"1362","Raju Niwash Bus Route Point","राजु निवास","27.7512469","85.4455662"
"1363","Kalanki Makalu Bus Route Point","कलंकी मकालु","27.6959543","85.281525"
"1364","Gagal Bus Route Point","गागल बसपार्क","27.75285683305027","85.44814076274635"
"1365","Syuchatar Bus Route Point","स्युचाटार ","27.698895533996165","85.28153903782369"
"1366","Milan Tol Bus Route Point","मिलन टोल","27.7106207","85.2828366"
"1367","Machchhegaun Bus Route Point","मक्ष्क्षेगाउँ","27.6704924","85.2500868"
"1368","Thado Bharyang Bus Route Point","ठाडो भर्यांग","27.7131234","85.2831906"
"1369","Bauthali Chowk Bus Route Point","बौथली चोक","27.67720282529375","85.23984778672458"
"1370","Radha Krishna Chowk Bus Route Point","राधाकृष्ण चोक","27.7301273","85.2874097"
"1371","Tufan Chok Bus Route Point","तुफान चोक","27.7321349","85.2891163"
"1372","Kharibot Balaju","खरीबोट बालाजु","27.7308288","85.2938809"
"1373","Balaju Police Route Point","बालाजु पुलिस रुट पोइन्ट","27.7325429","85.3028646"
"1374","Balaju Height Bus Route Point","बालाजु हाईट","27.7356138","85.2956267"
"1375","Basbari Golfutaar","बाँसबारी गोल्फुटार","27.7456798","85.342344"
"1376","Dhapasi Height Bus Route Point","धापासी हाईट","27.7498384","85.3380374"
"1377","Boshigaun Bus Route Point","बोशी गाउँ","27.6768299","85.2483916"
"1378","Dahachowk Bus Route Point","दहचोक","27.7046092","85.2307722"
